slug,title,name_zh_or_summary,category,supported_in,arguments,return_type,source_url,evidence_type,notes
pdfOcrV1,Extract text from PDF (using OCR),Extracts text from the pages in a PDF file using optical character recognition (OCR).,"[""Media""]","[""Batch"",""Faster""]","[{""name"":""Languages to detect"",""type"":""Set<Enum<Afrikaans, Albanian, Amharic, Arabic, Armenian, Assamese, Azerbaijani, Azerbaijani - Cyrilic, Basque, Belarusian, and more ...>>"",""description"":""Languages to detect in the input files.""},{""name"":""Media reference"",""type"":""Expression<Media reference>"",""description"":""The column containing media references to PDF files in a media set.""},{""name"":""OCR output format"",""type"":""Enum<Text, hOCR>"",""description"":""Output will be an array of strings. Each entry corresponds to one page of the PDF.""},{""name"":""Scripts to detect"",""type"":""Set<Enum<Arabic, Armenian, Bengali, Canadian Aboriginal, Cherokee, Cyrillic, Devanagari, Ethiopic, Fraktur, Georgian, and more ...>>"",""description"":""Scripts to detect in the input files.""},{""name"":""End page"",""type"":""Expression<Integer>"",""description"":""The end of the page range (inclusive). Negative indexing is supported.""},{""name"":""Error handling"",""type"":""Enum<FAIL, NULL>"",""description"":""Determines the behavior of the pipeline for inputs that fail to process.""},{""name"":""Start page"",""type"":""Expression<Integer>"",""description"":""The start of the page range. If no value is provided, it will default to the first page.""}]",Array<String>,https://palantir.com/docs/foundry/pb-functions-expression/pdfOcrV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
pdfTableOfContentsV1,Extract table of contents from PDF,Produces a table of contents from a PDF based on the headings used within the document.,"[""Media""]","[""Batch"",""Faster""]","[{""name"":""Media reference"",""type"":""Expression<Media reference>"",""description"":""The column containing media references to PDF files in a media set""}]","Array<Struct<level , title , page >>",https://palantir.com/docs/foundry/pb-functions-expression/pdfTableOfContentsV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
percentRankV1,Percent rank,Returns the percentile of rows within a window partition. A draw is assigned the same percent.,"[""Aggregate""]","[""Batch"",""Faster""]",[],Double,https://palantir.com/docs/foundry/pb-functions-expression/percentRankV1/,线索,"[""arguments_declared_none"",""parse_warning: args_missing_but_heading_present""]"
perimeterV1,Perimeter,Calculates perimeter of a geometry in meters using a spherical approximation of the globe. For a line string or a...,"[""Geospatial""]","[""Batch"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Geometry>"",""description"":""GeoJSON string""}]",Double,https://palantir.com/docs/foundry/pb-functions-expression/perimeterV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
pivotExpressionV1,Pivot,Apply an aggregate expression in a pivot context. The aggregation will run as a set of separate aggregations scoped to each...,"[""Aggregate""]","[""Streaming""]","[{""name"":""Aggregate expression"",""type"":""Expression<V>"",""description"":""The aggregate expression to apply""},{""name"":""Pivot expression"",""type"":""Expression<K>"",""description"":""The pivot expression to apply""}]","Map<K, V>",https://palantir.com/docs/foundry/pb-functions-expression/pivotExpressionV1/,线索,"[""type_variable_bounds: K accepts ComparableType**V accepts AnyType"",""parse_warning: args_missing_but_heading_present""]"
polygonToH3V1,Get H3 indices covering a geometry,"Convert geometry to H3 indices at a certain resolution. Resolution must be between 0 and 15, inclusive. For...","[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Cover type"",""type"":""Enum<Centroid, Inner, Outer>"",""description"":""Specifies type of H3 cover for the polygon""},{""name"":""Geometry"",""type"":""Expression<Geometry>"",""description"":""GeoJSON of type polygon, line, or point""},{""name"":""Resolution"",""type"":""Expression<Byte | Integer | Long | Short>"",""description"":""H3 grid resolution between 0 and 15 (inclusive)""}]",Array<H3 Index>,https://palantir.com/docs/foundry/pb-functions-expression/polygonToH3V1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
pdfTextExtractionV1,Extract text from PDF,Extracts raw text from the pages in a PDF.,"[""Media""]","[""Batch"",""Faster""]","[{""name"":""Media reference"",""type"":""Expression<Media reference> optional"",""description"":""The column containing media references to PDF files in a media set""},{""name"":""End page"",""type"":""Expression<Integer> optional"",""description"":""The end of the page range (inclusive)""},{""name"":""Error handling"",""type"":""Enum<FAIL, NULL> optional"",""description"":""Determines the behavior of the pipeline for inputs that fail to process""},{""name"":""Start page"",""type"":""Expression<Integer>"",""description"":""The start of the page range. If no value is provided, it will default to the first page""}]",Array<String>,https://palantir.com/docs/foundry/pb-functions-expression/pdfTextExtractionV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
positiveModuloV1,Positive modulo,Returns positive modulus of an expression.,"[""Numeric""]","[""Batch"",""Faster""]","[{""name"":""Denominator"",""type"":""Expression<T2>"",""description"":""The divisor""},{""name"":""Numerator"",""type"":""Expression<T1>"",""description"":""The dividend""}]",T1,https://palantir.com/docs/foundry/pb-functions-expression/positiveModuloV1/,线索,"[""type_variable_bounds: T1 accepts Byte | Integer | Long | Short**T2 accepts Byte | Integer | Long | Short"",""parse_warning: args_missing_but_heading_present""]"
powerOfV1,Power of,"Calculates power of expression to exponent. If any of the values is null, returns null. Expression...","[""Numeric""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Exponent"",""type"":""Expression<Numeric>"",""description"":""The exponent for the power of""},{""name"":""Expression"",""type"":""Expression<Numeric>"",""description"":""The base for the power of""}]",Double,https://palantir.com/docs/foundry/pb-functions-expression/powerOfV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
productV1,Product,Calculates the product of all input columns.,"[""Numeric""]","[""Batch""]","[{""name"":""Expression"",""type"":""Expression<Numeric>"",""description"":""no description""}]",Double,https://palantir.com/docs/foundry/pb-functions-expression/productV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
rankV1,Rank,Returns the rank of rows within a window partition. In case of ties the rows get same rank. The difference between rank...,"[""Aggregate""]","[""Batch"",""Faster""]",[],Integer,https://palantir.com/docs/foundry/pb-functions-expression/rankV1/,线索,"[""arguments_declared_none"",""parse_warning: args_missing_but_heading_present""]"
reduceArrayElementsV1,Reduce array elements,Reduces array elements using an expression.,"[""Array""]","[""Batch"",""Streaming""]","[{""name"":""Array"",""type"":""Expression<Array<Array<Boolean | Byte | Date | Double | Float | Integer | Long | Map<AnyType, AnyType> | Short | String | Timestamp> | Boolean | Byte | Date | Double | Float | Integer | Long | Map<AnyType, AnyType> | Short | String | Timestamp>>"",""description"":""Array to reduce""},{""name"":""Expression to reduce"",""type"":""Expression<T>"",""description"":""The expression to apply once per element of the array""},{""name"":""Initial value"",""type"":""Expression<T>"",""description"":""This is the start value used to initialize the accumulator, if the array has a length of 0, this value will be returned""}]",T,https://palantir.com/docs/foundry/pb-functions-expression/reduceArrayElementsV1/,线索,"[""type_variable_bounds: T accepts Array<Boolean | Byte | Date | Double | Float | Integer | Long | Map<AnyType, AnyType> | Short | String | Timestamp> | Boolean | Byte | Date | Double | Float | Integer | Long | Map<AnyType, AnyType> | Short | String | Timestamp"",""parse_warning: args_missing_but_heading_present""]"
regexExtractAllV1,Extract all regex matches,Extract all instances of a regex match into an array.,"[""Regex"",""String""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""String to extract values from""},{""name"":""Group"",""type"":""Literal<Integer>"",""description"":""Group number to extract. If 0, the whole regex pattern is matched""},{""name"":""Pattern"",""type"":""Expression<String>"",""description"":""The regex pattern to match""}]",Array<String>,https://palantir.com/docs/foundry/pb-functions-expression/regexExtractAllV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
regexExtractV1,Regex extract,Extracts the specified group from a regex. Returns empty string when no match is found. Expression...,"[""Regex"",""String""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""The expression to extract from""},{""name"":""Group"",""type"":""Literal<Integer>"",""description"":""The group to extract from the regex match""},{""name"":""Pattern"",""type"":""Expression<String>"",""description"":""The regex pattern to match""}]",String,https://palantir.com/docs/foundry/pb-functions-expression/regexExtractV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
regexFindV1,Regex find,Matches an expression against a regular expression. Regular expression can match any part of the string...,"[""Regex"",""String""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""The expression to match against the regular expression""},{""name"":""Regex"",""type"":""Expression<String>"",""description"":""The regular expression to find""}]",Boolean,https://palantir.com/docs/foundry/pb-functions-expression/regexFindV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
regexMatchV2,Regex match,Matches an expression against a regular expression. Regular expression must match the whole string...,"[""Regex"",""String""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""The expression to match against the regular expression""},{""name"":""Regex"",""type"":""Expression<String>"",""description"":""The regular expression to match against""}]",Boolean,https://palantir.com/docs/foundry/pb-functions-expression/regexMatchV2/,线索,"[""parse_warning: args_missing_but_heading_present""]"
regexIndexV2,Regex index,Returns an array of indices (counted as Unicode code points) at which the regular expression pattern is...,"[""Regex"",""String""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""The expression to match against the regular expression""},{""name"":""Regex"",""type"":""Expression<String>"",""description"":""The regular expression to find indices for""}]",Array<Integer>,https://palantir.com/docs/foundry/pb-functions-expression/regexIndexV2/,线索,"[""parse_warning: args_missing_but_heading_present""]"
regexReplaceV1,Regex replace,Replace a string using a regex pattern.,"[""Regex"",""String""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""Input string to replace""},{""name"":""Pattern"",""type"":""Expression<String>"",""description"":""The regex pattern to match""},{""name"":""Replace"",""type"":""Expression<String>"",""description"":""Replacement string""}]",String,https://palantir.com/docs/foundry/pb-functions-expression/regexReplaceV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
removeMapEntryByKeyV1,Remove map entry by key,Removes a map entry by the given key.,"[""Map""]","[""Batch"",""Streaming""]","[{""name"":""Key"",""type"":""Expression<K>"",""description"":""Key of the entry to remove""},{""name"":""Map"",""type"":""Expression<Map<K, V>>"",""description"":""Map expression""}]","Map<K, V>",https://palantir.com/docs/foundry/pb-functions-expression/removeMapEntryByKeyV1/,线索,"[""type_variable_bounds: K accepts AnyType**V accepts AnyType"",""parse_warning: args_missing_but_heading_present""]"
renameStructFieldV1,Rename struct field,Rename fields within a struct.,"[""Data preparation"",""Struct""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Struct>"",""description"":""no description""},{""name"":""Renames"",""type"":""List<Tuple<StructLocator, Literal<String>>>"",""description"":""no description""}]",Struct,https://palantir.com/docs/foundry/pb-functions-expression/renameStructFieldV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
rightPadV1,Right pad string,Right-pad the string column to width of length with pad. If the length of the string is greater than the...,"[""String""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""no description""},{""name"":""Length"",""type"":""Expression<Integer>"",""description"":""no description""},{""name"":""Pad"",""type"":""Expression<String>"",""description"":""no description""}]",String,https://palantir.com/docs/foundry/pb-functions-expression/rightPadV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
rowCountV1,Row count,Counts the number of non null rows in a group.,"[""Aggregate""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<AnyType>"",""description"":""no description""}]",Long,https://palantir.com/docs/foundry/pb-functions-expression/rowCountV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
roundV1,Round number,Round number to 'scale' decimal places.,"[""Numeric""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Column"",""type"":""Expression<Decimal | Double | Float> optional"",""description"":""The column to apply round on""},{""name"":""Scale"",""type"":""Literal<Integer>"",""description"":""Decimal points to round to, defaults as 0""}]",Decimal | Double | Float,https://palantir.com/docs/foundry/pb-functions-expression/roundV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
rightStringV1,Right of string,Extract right hand side of a string based on index.,"[""String""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""no description""},{""name"":""Length"",""type"":""Expression<Integer>"",""description"":""The number of characters to take from the right of the string""}]",String,https://palantir.com/docs/foundry/pb-functions-expression/rightStringV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
rowNumberV1,Row number,Returns a sequential number starting at 1 inside each partition.,"[""Aggregate""]","[""Batch"",""Faster"",""Streaming""]",[],Integer,https://palantir.com/docs/foundry/pb-functions-expression/rowNumberV1/,线索,"[""arguments_declared_none"",""parse_warning: args_missing_but_heading_present""]"
sampleCovarianceV1,Sample covariance,Calculate the sample covariance of values in two columns.,"[""Aggregate""]","[""Batch"",""Streaming""]","[{""name"":""Left"",""type"":""Expression<Numeric>"",""description"":""The first column on which we compute covariance""},{""name"":""Right"",""type"":""Expression<Numeric>"",""description"":""The second column on which we compute covariance""}]",Double,https://palantir.com/docs/foundry/pb-functions-expression/sampleCovarianceV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
sampleVarianceV1,Sample variance,Calculate the sample variance of values in column.,"[""Aggregate""]","[""Batch"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Numeric>"",""description"":""Calculate the sample variance of this expression""}]",Double,https://palantir.com/docs/foundry/pb-functions-expression/sampleVarianceV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
sentenceCaseV1,Sentence case,Converts the first character of the first word to be uppercase.,"[""String""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""String expression to apply sentence case to""}]",String,https://palantir.com/docs/foundry/pb-functions-expression/sentenceCaseV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
secantV1,Secant,Takes the secant of an angle.,"[""Numeric""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Angle unit"",""type"":""Enum<Degrees, Radians>"",""description"":""Angle unit which is either degrees or radians""},{""name"":""Angle value"",""type"":""Expression<DefiniteNumeric>"",""description"":""Angle value in either radians or degrees""}]",Double,https://palantir.com/docs/foundry/pb-functions-expression/secantV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
sha256V1,Hash sha256,Hashes the input using sha256 hashing algorithm.,"[""String""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Binary | String>"",""description"":""no description""}]",String,https://palantir.com/docs/foundry/pb-functions-expression/sha256V1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
sequenceV2,Sequence,Creates an array with numbers in range from start to end.,"[""Array""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""End"",""type"":""Expression<T>"",""description"":""The number to end at (inclusive)""},{""name"":""Start"",""type"":""Expression<T> optional"",""description"":""The number to start from (inclusive)""},{""name"":""Step size"",""type"":""Expression<T>"",""description"":""The size of the steps between numbers""}]",Array<T>,https://palantir.com/docs/foundry/pb-functions-expression/sequenceV2/,线索,"[""type_variable_bounds: T accepts Byte | Integer | Long | Short"",""parse_warning: args_missing_but_heading_present""]"
similarityScoreV1,Similarity score,Returns the similarity score of two embedding vectors.,null,"[""Batch""]","[{""name"":""Left embedded vector"",""type"":""Expression<T>"",""description"":""The left embedded vector""},{""name"":""Right embedded vector"",""type"":""Expression<T>"",""description"":""The right embedded vector""},{""name"":""Similarity metric"",""type"":""Enum<Cosine Distance, Cosine Similarity, Dot Product, Euclidean Distance>"",""description"":""The similarity metric for comparing the left and right embeddings""}]",Double,https://palantir.com/docs/foundry/pb-functions-expression/similarityScoreV1/,线索,"[""type_variable_bounds: T accepts Array<Float>"",""parse_warning: args_missing_but_heading_present"",""category_marker_present_but_unparseable""]"
simplifyGeometryV1,Simplify geometry,This expression simplifies GeoJSON geometry by removing points within the given tolerance distance using a...,"[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Geometry"",""type"":""Expression<Geometry>"",""description"":""Valid GeoJSON geometry""},{""name"":""Tolerance"",""type"":""Expression<Long> optional"",""description"":""Tolerance (meters)""},{""name"":""Coordinate precision"",""type"":""Expression<Long>"",""description"":""Maximum number of decimal places for coordinates (defaults to 6 decimal places)""}]",Geometry,https://palantir.com/docs/foundry/pb-functions-expression/simplifyGeometryV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
sineV1,Sine,Takes the sine of an angle.,"[""Numeric""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Angle unit"",""type"":""Enum<Degrees, Radians>"",""description"":""Angle unit which is either degrees or radians""},{""name"":""Angle value"",""type"":""Expression<DefiniteNumeric>"",""description"":""Angle value in either radians or degrees""}]",Double,https://palantir.com/docs/foundry/pb-functions-expression/sineV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
skipBytesV1,Skip bytes,Skip a given number of bytes in a binary column.,"[""Binary""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Bytes"",""type"":""Expression<Binary>"",""description"":""no description""},{""name"":""Number of bytes to skip"",""type"":""Expression<Integer>"",""description"":""no description""}]",Binary,https://palantir.com/docs/foundry/pb-functions-expression/skipBytesV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
standardDeviationV1,Standard deviation,Calculate standard deviation of the values in column.,"[""Numeric""]","[""Batch"",""Faster""]","[{""name"":""Expression"",""type"":""Expression<Numeric>"",""description"":""The column of on which standard deviation is computed""}]",Double,https://palantir.com/docs/foundry/pb-functions-expression/standardDeviationV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
soundexV1,Soundex,Compute the soundex encoding (a phonetic representation) for a word.,"[""String""]","[""Batch"",""Faster""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""Input string (ideally a single word) to be encoded""}]",String,https://palantir.com/docs/foundry/pb-functions-expression/soundexV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
splitStringV2,Split string,Split string on specified regex pattern.,"[""String""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""Input string to split on the specified pattern.""},{""name"":""Pattern"",""type"":""Regex"",""description"":""The regex pattern to split on.""},{""name"":""Limit"",""type"":""Literal<Integer>"",""description"":""Split the string into at most this number of elements. Must be greater than 0.""}]",Array<String>,https://palantir.com/docs/foundry/pb-functions-expression/splitStringV2/,线索,"[""parse_warning: args_missing_but_heading_present""]"
spreadsheetJsonExtractionV1,Extract content from spreadsheets in JSON,Extract content from all sheets a spreadsheet in JSON format.,"[""Media""]","[""Batch""]","[{""name"":""Media reference"",""type"":""Expression<Media reference>"",""description"":""The spreadsheet to extract content from.""},{""name"":""Error handling"",""type"":""Enum<FAIL, NULL>"",""description"":""Determines the behavior of the pipeline for inputs that fail to process.""},{""name"":""Output fields"",""type"":""Set<Enum<Merged cells, Table>>"",""description"":""Output fields to include.""}]","Map<String, Struct>",https://palantir.com/docs/foundry/pb-functions-expression/spreadsheetJsonExtractionV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
sqrtV1,Square root,Calculates the square root of a column.,"[""Numeric""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Numeric>"",""description"":""Expression to calculate square root of""}]",Double,https://palantir.com/docs/foundry/pb-functions-expression/sqrtV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
stringAfterDelimiterV1,String after delimiter,Extract the string after the first delimiter. Return full string if no matches are found. Expression...,"[""String""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Delimiter"",""type"":""Regex"",""description"":""Regex expression of delimiter.""},{""name"":""Expression"",""type"":""Expression<String>"",""description"":""Input to perform regex operation on.""},{""name"":""Ignore case"",""type"":""Literal<Boolean>"",""description"":""Should the regex ignore case.""}]",String,https://palantir.com/docs/foundry/pb-functions-expression/stringAfterDelimiterV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
startsWithV1,Starts with,Expression to compare. Expression<String> Ignore case:...,"[""Boolean"",""String""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""Expression to compare""},{""name"":""Ignore case"",""type"":""Literal<Boolean>"",""description"":""Boolean to decide if comparison should be case-sensitive or not""},{""name"":""Value"",""type"":""Expression<String>"",""description"":""Value to compare against""}]",Boolean,https://palantir.com/docs/foundry/pb-functions-expression/startsWithV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
stringBeforeDelimiterV1,String before delimiter,Extract the string before the first delimiter. Return the full string if no matches are found. Expression...,"[""String""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Delimiter"",""type"":""Regex"",""description"":""Regex expression of delimiter.""},{""name"":""Expression"",""type"":""Expression<String>"",""description"":""no description""},{""name"":""Ignore case"",""type"":""Literal<Boolean>"",""description"":""no description""}]",String,https://palantir.com/docs/foundry/pb-functions-expression/stringBeforeDelimiterV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
stringToDateV2,Convert a string to date,Returns the date given a formatted string in accordance to the Java DateTimeFormatter. The default formats...,"[""Cast"",""Datetime""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""String"",""type"":""Expression<String> optional"",""description"":""String column to parse to date""},{""name"":""Formats"",""type"":""List<Literal<String>>"",""description"":""Input a date format (e.g. yyyy-MM-dd or MM/dd/yyyy)""}]",Date,https://palantir.com/docs/foundry/pb-functions-expression/stringToDateV2/,线索,"[""parse_warning: args_missing_but_heading_present""]"
stringContainsV1,String contains,Expression to compare. Expression<String> Ignore case:...,"[""Boolean"",""String""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""Expression to compare""},{""name"":""Ignore case"",""type"":""Literal<Boolean>"",""description"":""Boolean to decide if comparison should be case-sensitive or not""},{""name"":""Value"",""type"":""Expression<String>"",""description"":""Value to compare against""}]",Boolean,https://palantir.com/docs/foundry/pb-functions-expression/stringContainsV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
subtractManyV1,Subtract multiple expressions,Calculates the difference between a number and all input columns.,"[""Numeric""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expressions list"",""type"":""List<Expression<Numeric>>"",""description"":""List of expressions to be used for subtraction""},{""name"":""Value to be subtracted"",""type"":""Expression<Numeric>"",""description"":""Expression to subtract from""}]",Numeric,https://palantir.com/docs/foundry/pb-functions-expression/subtractManyV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
substringV1,Substring,Extract substring.,"[""Numeric""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""Expression to extract substring from""},{""name"":""Start"",""type"":""Expression<Integer> optional"",""description"":""The index to start substring from (inclusive). Negative numbers start from end of string. This is 1-indexed""},{""name"":""Length"",""type"":""Expression<Integer>"",""description"":""The length of the substring to extract. If not provided the remainder of the string is extracted""}]",String,https://palantir.com/docs/foundry/pb-functions-expression/substringV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
subtractV1,Subtract numbers,Subtract one number from another number.,"[""Numeric""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Left"",""type"":""Expression<Numeric>"",""description"":""Left number""},{""name"":""Right"",""type"":""Expression<Numeric>"",""description"":""Right number""}]",Numeric,https://palantir.com/docs/foundry/pb-functions-expression/subtractV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
sumV1,Sum,Sums the specified expression.,"[""Numeric""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Numeric>"",""description"":""The column to be summed""}]",Decimal | Double | Long,https://palantir.com/docs/foundry/pb-functions-expression/sumV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
stringToTimestampV2,Convert a string to timestamp,Returns the timestamp given a formatted string in accordance to the Java DateTimeFormatter. The default...,"[""Cast"",""Datetime""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""String"",""type"":""Expression<String> optional"",""description"":""String column to convert to timestamp""},{""name"":""Format defaults to ISO8601 yyyy-MM-dd'T'HH"",""type"":""List<Literal<String>> optional"",""description"":""mm:ss.SSSXXX and yyyy-MM-dd""},{""name"":""Time zone"",""type"":""TimeZone"",""description"":""Used to parse formats that do not include a timezone. If the format also includes a zone, this parameter will override it - see examples for details""}]",Timestamp,https://palantir.com/docs/foundry/pb-functions-expression/stringToTimestampV2/,线索,"[""parse_warning: args_missing_but_heading_present""]"
tangentV1,Tangent,Takes the tangent of an angle.,"[""Numeric""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Angle unit"",""type"":""Enum<Degrees, Radians>"",""description"":""Angle unit which is either degrees or radians""},{""name"":""Angle value"",""type"":""Expression<DefiniteNumeric>"",""description"":""Angle value in either radians or degrees""}]",Double,https://palantir.com/docs/foundry/pb-functions-expression/tangentV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
textSegmentationV1,Text segmentation,Extract a series of text segments using sliding window segmentation.,"[""String""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""The body of text that is to be segmented""},{""name"":""Length"",""type"":""Expression<Integer> optional"",""description"":""The length in terms of words for the segments that the text will be broken into""},{""name"":""Overflow"",""type"":""Expression<Integer>"",""description"":""The number of words a segment can share with another segment""}]",Array<String>,https://palantir.com/docs/foundry/pb-functions-expression/textSegmentationV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
textToEmbeddingsV2,Text to embeddings,Converts text into embeddings.,"[""String""]","[""Batch""]","[{""name"":""Model"",""type"":""Model"",""description"":""The embedding model to use for the conversion.""},{""name"":""Text column"",""type"":""Expression<String> optional"",""description"":""Column containing text to convert to embeddings using the given model""},{""name"":""Output mode"",""type"":""Enum<Simple, With errors>"",""description"":""Choose to output as a simple output or output with errors""}]",Embedded vector,https://palantir.com/docs/foundry/pb-functions-expression/textToEmbeddingsV2/,线索,"[""parse_warning: args_missing_but_heading_present""]"
timestampDiffV1,Timestamp difference,Returns the difference between two timestamps in the given time unit.,"[""Datetime""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""End"",""type"":""Expression<Date | Timestamp>"",""description"":""The end date or time to subtract from""},{""name"":""Start"",""type"":""Expression<Date | Timestamp>"",""description"":""The start date or time to be subtracted""},{""name"":""Unit"",""type"":""Enum<Days, Hours, Milliseconds, Minutes, Months, Quarters, Seconds, Weeks, Years>"",""description"":""Time unit""}]",Long,https://palantir.com/docs/foundry/pb-functions-expression/timestampDiffV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
timestampAddV1,Timestamp add,Add value to timestamp in specified unit.,"[""Datetime""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Timestamp"",""type"":""Expression<Timestamp>"",""description"":""no description""},{""name"":""Unit"",""type"":""Enum<Days, Hours, Milliseconds, Minutes, Months, Quarters, Seconds, Weeks, Years>"",""description"":""Time unit""},{""name"":""Value to add"",""type"":""Expression<Byte | Integer | Long | Short>"",""description"":""no description""}]",Timestamp,https://palantir.com/docs/foundry/pb-functions-expression/timestampAddV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
timestampSequenceV1,Timestamp sequence,Creates an array with timestamps in range from start to end.,"[""Datetime""]","[""Batch"",""Faster""]","[{""name"":""End time"",""type"":""Expression<Date | Timestamp>"",""description"":""The timestamp to end at (inclusive)""},{""name"":""Start time"",""type"":""Expression<Date | Timestamp>"",""description"":""The timestamp to start from (inclusive)""},{""name"":""Step unit"",""type"":""Enum<Days, Hours, Milliseconds, Minutes, Seconds, Weeks> optional"",""description"":""Unit of the step size""},{""name"":""Step size"",""type"":""Expression<Numeric>"",""description"":""The size of the steps between numbers. Defaults to 1""}]",Array<Timestamp>,https://palantir.com/docs/foundry/pb-functions-expression/timestampSequenceV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
